lon,lat,depth_m_chart_datum,enc_cell
134.5265656,7.2811723,53.0,US4TB3P0
134.5266266,7.2964501,19.8,US4TB3P0
134.5267181,7.3025584,54.0,US4TB3P0
134.5267487,7.3076139,43.0,US4TB3P0
134.5269928,7.308589,13.1,US4TB3P0
134.5271759,7.3333168,15.8,US4TB3P0
134.5272675,7.2959194,15.0,US4TB3P0
134.5273895,7.3454862,11.7,US4TB3P0
134.5274353,7.3443222,21.0,US4TB3P0
134.5274506,7.3406582,25.0,US4TB3P0
134.5279541,7.3004637,53.0,US4TB3P0
134.5280151,7.2977777,27.4,US4TB3P0
134.5280762,7.3048167,47.0,US4TB3P0
134.5281982,7.3389554,29.0,US4TB3P0
134.5282288,7.335578,20.0,US4TB3P0
134.5282898,7.3023028,54.0,US4TB3P0
134.5283661,7.344389,9.7,US4TB3P0
134.5285492,7.3095999,14.9,US4TB3P0
134.5287018,7.308547,54.0,US4TB3P0
134.5289002,7.3061805,54.0,US4TB3P0
134.5289307,7.3363361,17.7,US4TB3P0
134.529129,7.3344555,21.0,US4TB3P0
134.5291443,7.3332834,6.5,US4TB3P0
134.529419,7.3429055,9.7,US4TB3P0
134.529953,7.3025861,56.0,US4TB3P0
134.5299988,7.2956724,17.1,US4TB3P0
134.530014,7.2981167,29.6,US4TB3P0
134.5301666,7.2766056,7.9,US4TB3P0
134.5301971,7.3067498,51.0,US4TB3P0
134.5302124,7.3009915,51.0,US4TB3P0
134.530365,7.3405914,21.0,US4TB3P0
134.5304413,7.3089252,60.0,US4TB3P0
134.5304718,7.2752056,6.1,US4TB3P0
134.5305176,7.338511,1.0,US4TB3P0
134.5305481,7.3046556,43.0,US4TB3P0
134.5305786,7.3330946,8.3,US4TB3P0
134.5305786,7.3345499,19.7,US4TB3P0
134.5308075,7.2795138,8.8,US4TB3P0
134.5315552,7.3353472,17.7,US4TB3P0
134.5315552,7.3398361,9.7,US4TB3P0
134.531601,7.2991109,36.0,US4TB3P0
134.5316925,7.3070612,49.0,US4TB3P0
134.5318298,7.2807808,6.1,US4TB3P0
134.5319367,7.2753501,25.0,US4TB3P0
134.5320587,7.2734165,27.0,US4TB3P0
134.5321198,7.2717276,17.7,US4TB3P0
134.5323486,7.3364029,1.9,US4TB3P0
134.5323944,7.3089528,58.0,US4TB3P0
134.5324249,7.2966862,21.6,US4TB3P0
134.5325165,7.2791891,15.7,US4TB3P0
134.5325165,7.2822166,5.1,US4TB3P0
134.5325775,7.300828,38.0,US4TB3P0
134.5326996,7.277514,23.0,US4TB3P0
134.5327606,7.3384695,2.4,US4TB3P0
134.5327759,7.3355613,1.9,US4TB3P0
134.5329285,7.2865305,8.8,US4TB3P0
134.5331574,7.2920752,16.8,US4TB3P0
134.5332031,7.2738805,5.6,US4TB3P0
134.5332336,7.3072224,42.0,US4TB3P0
134.5332794,7.2989917,49.0,US4TB3P0
134.5333252,7.2805529,21.0,US4TB3P0
134.5334015,7.27285,25.0,US4TB3P0
134.5335388,7.304925,51.0,US4TB3P0
134.5336456,7.2841611,7.0,US4TB3P0
134.5337524,7.2709971,25.0,US4TB3P0
134.5337677,7.2870779,24.2,US4TB3P0
134.5337677,7.3099251,60.0,US4TB3P0
134.5339203,7.2899776,23.8,US4TB3P0
134.5340576,7.2795,29.0,US4TB3P0
134.5341797,7.2823248,21.0,US4TB3P0
134.5342102,7.2855196,24.1,US4TB3P0
134.5342712,7.2957611,13.0,US4TB3P0
134.5343018,7.2756333,23.0,US4TB3P0
134.5345154,7.3031249,43.0,US4TB3P0
134.5345764,7.283989,23.6,US4TB3P0
134.5347595,7.3077641,49.0,US4TB3P0
134.5347748,7.2813916,9.7,US4TB3P0
134.53479,7.3011947,45.0,US4TB3P0
134.5349121,7.2991943,40.0,US4TB3P0
134.5349884,7.310925,62.0,US4TB3P0
134.5350952,7.2725248,29.0,US4TB3P0
134.5351715,7.2794724,17.7,US4TB3P0
134.5352173,7.2740388,21.0,US4TB3P0
134.5353546,7.2931862,26.7,US4TB3P0
134.5354462,7.2768221,29.0,US4TB3P0
134.5355377,7.2710109,21.0,US4TB3P0
134.535553,7.3056002,49.0,US4TB3P0
134.5357361,7.2877336,25.7,US4TB3P0
134.5357361,7.3119111,36.0,US4TB3P0
134.5357513,7.2915306,29.0,US4TB3P0
134.5357971,7.2835279,25.0,US4TB3P0
134.5360413,7.2866612,20.2,US4TB3P0
134.5361328,7.289772,28.8,US4TB3P0
134.5361786,7.2742415,31.0,US4TB3P0
134.5364075,7.3036666,42.0,US4TB3P0
134.536499,7.3002887,51.0,US4TB3P0
134.5365753,7.309289,58.0,US4TB3P0
134.5366974,7.2709165,29.0,US4TB3P0
134.5367584,7.2838669,3.3,US4TB3P0
134.5368195,7.3124919,25.7,US4TB3P0
134.5368195,7.3135891,36.0,US4TB3P0
134.5368347,7.2820139,25.0,US4TB3P0
134.5368805,7.3019109,54.0,US4TB3P0
134.5370789,7.3074665,45.0,US4TB3P0
134.5371857,7.2811222,29.0,US4TB3P0
134.5371857,7.2881084,33.0,US4TB3P0
134.5374603,7.284461,21.0,US4TB3P0
134.5375366,7.2718611,32.0,US4TB3P0
134.5375519,7.283175,25.0,US4TB3P0
134.5376434,7.3108721,64.0,US4TB3P0
134.5377045,7.2970834,31.0,US4TB3P0
134.5377655,7.2944832,26.2,US4TB3P0
134.5378265,7.291286,31.0,US4TB3P0
134.5378723,7.2790389,29.0,US4TB3P0
134.5378723,7.2864447,17.0,US4TB3P0
134.5378723,7.2930417,28.7,US4TB3P0
134.5379944,7.276403,25.0,US4TB3P0
134.5380249,7.3152971,25.4,US4TB3P0
134.5381317,7.3133307,13.2,US4TB3P0
134.538147,7.2854056,19.7,US4TB3P0
134.5382843,7.2959471,34.0,US4TB3P0
134.5384369,7.2899833,28.6,US4TB3P0
134.5386047,7.3053308,49.0,US4TB3P0
134.5386658,7.2872725,1.5,US4TB3P0
134.5387116,7.2703085,34.0,US4TB3P0
134.5387268,7.2826891,31.0,US4TB3P0
134.5387268,7.2990027,43.0,US4TB3P0
134.5387421,7.3086557,43.0,US4TB3P0
134.5387573,7.287961,17.8,US4TB3P0
134.5387573,7.3011112,56.0,US4TB3P0
134.5388184,7.2746611,34.0,US4TB3P0
134.5388641,7.2863221,19.3,US4TB3P0
134.5389404,7.3031001,53.0,US4TB3P0
134.539032,7.3147054,12.2,US4TB3P0
134.5390625,7.2840805,32.0,US4TB3P0
134.5392151,7.2797165,31.0,US4TB3P0
134.5392761,7.3114109,42.0,US4TB3P0
134.5393066,7.2904944,29.9,US4TB3P0
134.5393677,7.2775526,31.0,US4TB3P0
134.5393829,7.2723889,34.0,US4TB3P0
134.5394745,7.2833252,5.6,US4TB3P0
134.5396881,7.2859473,29.0,US4TB3P0
134.5398865,7.2714696,32.0,US4TB3P0
134.539978,7.2871637,17.7,US4TB3P0
134.5400391,7.2980862,31.0,US4TB3P0
134.5400696,7.2824583,29.0,US4TB3P0
134.5401306,7.3073444,42.0,US4TB3P0
134.5402679,7.2730918,36.0,US4TB3P0
134.5403748,7.2722416,17.7,US4TB3P0
134.54039,7.2835002,13.7,US4TB3P0
134.54039,7.2946391,27.0,US4TB3P0
134.5404053,7.299747,45.0,US4TB3P0
134.5404053,7.3130331,65.0,US4TB3P0
134.5405121,7.2809334,31.0,US4TB3P0
134.5406036,7.2885113,27.7,US4TB3P0
134.5407715,7.2912417,28.5,US4TB3P0
134.5407867,7.3107777,58.0,US4TB3P0
134.540802,7.276403,34.0,US4TB3P0
134.540863,7.2704973,34.0,US4TB3P0
134.5409088,7.3048835,51.0,US4TB3P0
134.5409393,7.2855001,32.0,US4TB3P0
134.5410461,7.3024359,53.0,US4TB3P0
134.541153,7.2742138,36.0,US4TB3P0
134.541153,7.2829332,34.0,US4TB3P0
134.5415344,7.2723222,31.0,US4TB3P0
134.541626,7.3137641,49.0,US4TB3P0
134.5417481,7.2902055,21.8,US4TB3P0
134.5419922,7.3084388,45.0,US4TB3P0
134.54216,7.2926526,20.1,US4TB3P0
134.5422669,7.2806363,11.7,US4TB3P0
134.5422974,7.3040333,51.0,US4TB3P0
134.5423279,7.3113971,54.0,US4TB3P0
134.5424194,7.3004637,36.0,US4TB3P0
134.5424652,7.2795668,32.0,US4TB3P0
134.5425263,7.3022194,45.0,US4TB3P0
134.5426178,7.3148861,65.0,US4TB3P0
134.5426483,7.2812696,25.0,US4TB3P0
134.5426636,7.2779861,34.0,US4TB3P0
134.5426941,7.2869887,25.0,US4TB3P0
134.5427551,7.3063974,42.0,US4TB3P0
134.5428467,7.2843919,34.0,US4TB3P0
134.542923,7.2734027,40.0,US4TB3P0
134.542984,7.3129001,51.0,US4TB3P0
134.5429993,7.2885556,31.0,US4TB3P0
134.543045,7.2863526,1.9,US4TB3P0
134.5430603,7.2756195,36.0,US4TB3P0
134.5431824,7.2975307,29.3,US4TB3P0
134.5435486,7.2702527,36.0,US4TB3P0
134.5436707,7.2825666,32.0,US4TB3P0
134.5436707,7.3102222,51.0,US4TB3P0
134.5437927,7.2930331,29.1,US4TB3P0
134.5438232,7.3162918,60.0,US4TB3P0
134.5439301,7.2857585,27.0,US4TB3P0
134.5441895,7.2802696,34.0,US4TB3P0
134.5442505,7.2723613,38.0,US4TB3P0
134.5442658,7.2996836,5.6,US4TB3P0
134.5443268,7.3076277,45.0,US4TB3P0
134.544342,7.2779446,38.0,US4TB3P0
134.5445099,7.3011804,36.0,US4TB3P0
134.5445099,7.3033695,47.0,US4TB3P0
134.5446777,7.2977748,31.0,US4TB3P0
134.5449677,7.3004613,11.7,US4TB3P0
134.5450592,7.2904334,30.0,US4TB3P0
134.5451202,7.313911,51.0,US4TB3P0
134.5452576,7.2947002,29.9,US4TB3P0
134.5453186,7.3098722,42.0,US4TB3P0
134.5453491,7.2705641,36.0,US4TB3P0
134.5453796,7.288353,34.0,US4TB3P0
134.5455322,7.2739167,37.0,US4TB3P0
134.5456543,7.2974224,33.0,US4TB3P0
134.5457001,7.3032332,44.0,US4TB3P0
134.5458527,7.2992168,2.5,US4TB3P0
134.545929,7.3062363,45.0,US4TB3P0
134.5460205,7.2790279,36.0,US4TB3P0
134.546051,7.2822585,36.0,US4TB3P0
134.5462036,7.3194666,50.0,US4TB3P0
134.5463562,7.2960196,4.5,US4TB3P0
134.5465241,7.3008833,44.0,US4TB3P0
134.5470123,7.2979083,28.2,US4TB3P0
134.5470429,7.2719169,32.0,US4TB3P0
134.5475159,7.3153305,64.0,US4TB3P0
134.5475769,7.2923584,27.5,US4TB3P0
134.5475769,7.3112502,56.0,US4TB3P0
134.54776,7.3139,52.0,US4TB3P0
134.5478973,7.2788248,22.0,US4TB3P0
134.5479126,7.3011332,10.5,US4TB3P0
134.5480347,7.3054915,50.0,US4TB3P0
134.5480499,7.2898808,34.0,US4TB3P0
134.5482483,7.2874889,33.0,US4TB3P0
134.5482636,7.3095331,30.0,US4TB3P0
134.5484314,7.2983832,3.7,US4TB3P0
134.5484314,7.3080335,22.1,US4TB3P0
134.5484772,7.2951665,29.0,US4TB3P0
134.549118,7.2961917,4.6,US4TB3P0
134.5492096,7.2744446,14.5,US4TB3P0
134.5493317,7.319211,41.0,US4TB3P0
134.5494232,7.3005223,3.9,US4TB3P0
134.5495453,7.3041415,42.0,US4TB3P0
134.5495758,7.2992473,1.9,US4TB3P0
134.5497742,7.297111,2.4,US4TB3P0
134.5498047,7.3028998,14.7,US4TB3P0
134.5499115,7.3067751,46.0,US4TB3P0
134.5501099,7.3011665,3.3,US4TB3P0
134.5503388,7.3119807,39.0,US4TB3P0
134.5505066,7.303175,15.5,US4TB3P0
134.5506897,7.3053446,36.0,US4TB3P0
134.5506897,7.3102779,46.0,US4TB3P0
134.5509491,7.2859054,35.0,US4TB3P0
134.5510254,7.3080196,42.0,US4TB3P0
134.551239,7.3040333,29.0,US4TB3P0
134.5512695,7.298964,40.0,US4TB3P0
134.5513306,7.3048973,5.7,US4TB3P0
134.5513611,7.2827973,28.0,US4TB3P0
134.5514679,7.3230224,46.0,US4TB3P0
134.5514984,7.3067222,41.0,US4TB3P0
134.5515289,7.3054471,6.8,US4TB3P0
134.5516968,7.3172498,44.0,US4TB3P0
134.551712,7.3028975,29.8,US4TB3P0
134.5517578,7.3210888,66.0,US4TB3P0
134.5518799,7.3144002,43.0,US4TB3P0
134.5522003,7.2902165,36.0,US4TB3P0
134.5523529,7.2961974,15.9,US4TB3P0
134.5525513,7.3020306,38.0,US4TB3P0
134.5527344,7.3133583,38.0,US4TB3P0
134.5529785,7.3225164,32.0,US4TB3P0
134.5530396,7.3098722,42.0,US4TB3P0
134.55336,7.3192058,7.3,US4TB3P0
134.5533905,7.2948556,7.0,US4TB3P0
134.553772,7.2978582,24.0,US4TB3P0
134.5539093,7.3024859,32.0,US4TB3P0
134.5541229,7.3213334,58.0,US4TB3P0
134.5541382,7.3197613,29.4,US4TB3P0
134.5543976,7.3252807,35.0,US4TB3P0
134.5544281,7.3035808,28.7,US4TB3P0
134.5546112,7.323575,34.0,US4TB3P0
134.5554504,7.3082361,53.0,US4TB3P0
134.5557098,7.3056278,11.6,US4TB3P0
134.5559235,7.3024945,34.0,US4TB3P0
134.555954,7.3168197,40.0,US4TB3P0
134.5559845,7.3141556,53.0,US4TB3P0
134.556366,7.3048167,34.0,US4TB3P0
134.556427,7.3110194,41.0,US4TB3P0
134.5565643,7.3253388,30.8,US4TB3P0
134.5566101,7.2986889,32.0,US4TB3P0
134.5569458,7.3242221,28.4,US4TB3P0
134.5575104,7.3013835,31.0,US4TB3P0
134.5577087,7.2998557,27.8,US4TB3P0
134.557724,7.3291221,6.4,US4TB3P0
134.5577393,7.3054724,34.0,US4TB3P0
134.5577698,7.3094721,25.4,US4TB3P0
134.5584717,7.3089666,36.0,US4TB3P0
134.5585785,7.3025308,26.5,US4TB3P0
134.5588226,7.3216529,31.0,US4TB3P0
134.5592957,7.3235278,27.6,US4TB3P0
134.5594635,7.326272,29.3,US4TB3P0
134.559494,7.3244805,26.3,US4TB3P0
134.5595398,7.3146834,37.0,US4TB3P0
134.5597992,7.327672,42.0,US4TB3P0
134.5598145,7.3175335,40.0,US4TB3P0
134.5600128,7.331625,6.9,US4TB3P0
134.5600739,7.2712946,310.0,US4TB3P0
134.5601654,7.3051834,26.5,US4TB3P0
134.5602417,7.3269529,29.7,US4TB3P0
134.5603943,7.312336,29.6,US4TB3P0
134.5607605,7.3196778,28.3,US4TB3P0
134.5610199,7.3095584,23.0,US4TB3P0
134.5612335,7.3127918,40.0,US4TB3P0
134.5614014,7.3107305,3.0,US4TB3P0
134.5618744,7.3334637,6.2,US4TB3P0
134.5619049,7.3284526,26.9,US4TB3P0
134.5619202,7.3260889,29.1,US4TB3P0
134.5620422,7.3210387,32.0,US4TB3P0
134.5621796,7.2771473,420.0,US4TB3P0
134.5622101,7.3101029,15.5,US4TB3P0
134.5622864,7.2982721,3.2,US4TB3P0
134.5623627,7.3307805,23.0,US4TB3P0
134.5625763,7.3228526,24.2,US4TB3P0
134.5626068,7.3242831,28.3,US4TB3P0
134.5629578,7.3342333,6.5,US4TB3P0
134.5631104,7.2970085,13.2,US4TB3P0
134.5631256,7.3356471,5.6,US4TB3P0
134.5632324,7.3148999,49.0,US4TB3P0
134.5632782,7.3109446,29.5,US4TB3P0
134.5633545,7.3126998,23.8,US4TB3P0
134.5634155,7.3304558,25.3,US4TB3P0
134.5638275,7.3344002,13.0,US4TB3P0
134.5639801,7.3373723,6.4,US4TB3P0
134.5640106,7.3188582,44.0,US4TB3P0
134.5640259,7.3263722,26.6,US4TB3P0
134.5644226,7.3288751,27.0,US4TB3P0
134.5646362,7.3392639,6.5,US4TB3P0
134.5647583,7.3119001,25.5,US4TB3P0
134.5648956,7.3137083,29.9,US4TB3P0
134.5649414,7.3311415,24.4,US4TB3P0
134.5650635,7.327672,26.3,US4TB3P0
134.5650635,7.3384304,14.2,US4TB3P0
134.5656586,7.332561,22.6,US4TB3P0
134.566391,7.324553,33.0,US4TB3P0
134.5666199,7.3368611,40.0,US4TB3P0
134.5666809,7.3145056,25.7,US4TB3P0
134.5667572,7.3313694,23.3,US4TB3P0
134.566803,7.3060751,3.7,US4TB3P0
134.5669403,7.2832723,314.0,US4TB3P0
134.5669861,7.3263888,28.7,US4TB3P0
134.567337,7.3184667,36.0,US4TB3P0
134.5674286,7.3337998,29.7,US4TB3P0
134.567627,7.3216167,36.0,US4TB3P0
134.5678864,7.3391724,41.0,US4TB3P0
134.5680542,7.3059692,13.2,US4TB3P0
134.568161,7.3309946,27.2,US4TB3P0
134.5682983,7.3257918,35.0,US4TB3P0
134.5683289,7.3186002,29.3,US4TB3P0
134.5685272,7.3069639,8.0,US4TB3P0
134.568634,7.317111,28.4,US4TB3P0
134.5688019,7.2975168,382.0,US4TB3P0
134.5688477,7.3091998,2.7,US4TB3P0
134.5688477,7.3368974,24.8,US4TB3P0
134.5691376,7.2898808,384.0,US4TB3P0
134.5695953,7.3321443,20.1,US4TB3P0
134.5698395,7.3093529,8.8,US4TB3P0
134.569931,7.3174276,24.5,US4TB3P0
134.5699463,7.3435388,2.7,US4TB3P0
134.5701599,7.3403611,38.0,US4TB3P0
134.5702972,7.3558917,15.7,US4TB3P0
134.5703735,7.3631835,2.4,US4TB3P0
134.5704041,7.3594499,13.7,US4TB3P0
134.5706635,7.3333554,29.4,US4TB3P0
134.570816,7.308486,15.4,US4TB3P0
134.5708313,7.354661,17.7,US4TB3P0
134.5708771,7.335597,25.5,US4TB3P0
134.5709992,7.3118529,2.9,US4TB3P0
134.5710144,7.3039637,325.0,US4TB3P0
134.5710449,7.3202972,29.3,US4TB3P0
134.5715332,7.3234806,35.0,US4TB3P0
134.5715485,7.3445611,14.4,US4TB3P0
134.5716248,7.319428,27.7,US4TB3P0
134.5716858,7.3325863,32.0,US4TB3P0
134.5717468,7.3269415,36.0,US4TB3P0
134.5717926,7.3573499,15.7,US4TB3P0
134.5718689,7.3301859,31.0,US4TB3P0
134.572052,7.3117805,9.8,US4TB3P0
134.5722504,7.3519306,17.7,US4TB3P0
134.5724945,7.3485665,24.0,US4TB3P0
134.5725098,7.3551474,24.0,US4TB3P0
134.5728149,7.3127446,12.5,US4TB3P0
134.5728455,7.3103252,47.0,US4TB3P0
134.572876,7.3142419,3.1,US4TB3P0
134.572876,7.3382416,32.0,US4TB3P0
134.5731659,7.3283916,14.7,US4TB3P0
134.5737,7.3508501,28.0,US4TB3P0
134.5737152,7.3255582,22.1,US4TB3P0
134.5737763,7.331439,33.0,US4TB3P0
134.5738068,7.3143835,6.5,US4TB3P0
134.573822,7.3437696,3.2,US4TB3P0
134.5738831,7.3366556,26.1,US4TB3P0
134.5740051,7.3426724,49.0,US4TB3P0
134.574173,7.3091807,281.0,US4TB3P0
134.574173,7.3346748,35.0,US4TB3P0
134.5744019,7.3239722,33.0,US4TB3P0
134.5744629,7.3431778,12.6,US4TB3P0
134.5748901,7.3228722,26.6,US4TB3P0
134.5750275,7.3345585,26.2,US4TB3P0
134.5751038,7.3315611,27.0,US4TB3P0
134.5752106,7.3169804,3.2,US4TB3P0
134.5752411,7.2792692,826.0,US4TB3P0
134.5752411,7.3439555,2.8,US4TB3P0
134.5753632,7.322053,3.4,US4TB3P0
134.5754547,7.3158832,9.9,US4TB3P0
134.5754547,7.3369083,21.1,US4TB3P0
134.5756073,7.3332443,32.0,US4TB3P0
134.5756683,7.3273196,27.0,US4TB3P0
134.5759888,7.3292971,23.0,US4TB3P0
134.5763245,7.3385916,23.6,US4TB3P0
134.5764008,7.3214641,2.8,US4TB3P0
134.5764923,7.3233419,6.5,US4TB3P0
134.5765991,7.3186665,3.7,US4TB3P0
134.5766907,7.3169947,14.1,US4TB3P0
134.5767975,7.3446279,10.5,US4TB3P0
134.5769501,7.3201499,2.4,US4TB3P0
134.5770111,7.334486,25.6,US4TB3P0
134.5770569,7.3251915,18.8,US4TB3P0
134.5770569,7.3401194,26.4,US4TB3P0
134.5772858,7.324286,4.7,US4TB3P0
134.577301,7.3272529,32.0,US4TB3P0
134.5774078,7.3211832,3.1,US4TB3P0
134.5774078,7.3333612,27.5,US4TB3P0
134.5777283,7.3181748,9.4,US4TB3P0
134.5780182,7.2898002,923.0,US4TB3P0
134.5780792,7.3200889,3.6,US4TB3P0
134.5781403,7.2991943,793.0,US4TB3P0
134.5782013,7.3223805,4.6,US4TB3P0
134.5782166,7.330936,30.2,US4TB3P0
134.5784302,7.3457251,3.2,US4TB3P0
134.5784912,7.3388472,26.2,US4TB3P0
134.5785217,7.3128862,343.0,US4TB3P0
134.578537,7.3247943,7.0,US4TB3P0
134.5786285,7.3358831,31.0,US4TB3P0
134.5788879,7.323411,4.7,US4TB3P0
134.5789948,7.3432946,40.0,US4TB3P0
134.57901,7.3405056,25.1,US4TB3P0
134.5791473,7.3207417,9.4,US4TB3P0
134.5791473,7.3287249,27.6,US4TB3P0
134.5791779,7.3221445,7.4,US4TB3P0
134.5791931,7.3461361,5.8,US4TB3P0
134.5792847,7.3422666,27.3,US4TB3P0
134.5793762,7.3383141,41.0,US4TB3P0
134.579483,7.3338418,26.0,US4TB3P0
134.579834,7.3453641,12.4,US4TB3P0
134.5799255,7.3261166,8.0,US4TB3P0
134.5799408,7.3238416,9.2,US4TB3P0
134.5801239,7.3248248,9.4,US4TB3P0
134.5801392,7.3358946,26.2,US4TB3P0
134.5803528,7.3190889,114.0,US4TB3P0
134.5804291,7.3222418,13.5,US4TB3P0
134.5804901,7.3271279,9.5,US4TB3P0
134.5806732,7.3160749,320.0,US4TB3P0
134.5806732,7.3472529,14.7,US4TB3P0
134.5808868,7.3376002,12.2,US4TB3P0
134.5809479,7.3418694,22.4,US4TB3P0
134.5810547,7.3334999,27.9,US4TB3P0
134.58107,7.3308334,34.0,US4TB3P0
134.5810852,7.346036,29.7,US4TB3P0
134.5811615,7.3483391,4.2,US4TB3P0
134.5812073,7.3286223,27.5,US4TB3P0
134.5814056,7.3357167,12.6,US4TB3P0
134.5814667,7.3246665,9.8,US4TB3P0
134.5815735,7.3447194,24.3,US4TB3P0
134.5817413,7.3372526,16.5,US4TB3P0
134.5819855,7.3235612,12.9,US4TB3P0
134.5820923,7.3392415,29.0,US4TB3P0
134.5822601,7.3271084,16.5,US4TB3P0
134.5823517,7.3357277,15.4,US4TB3P0
134.5824127,7.3412418,46.0,US4TB3P0
134.582489,7.3480611,11.7,US4TB3P0
134.5827332,7.3454557,32.0,US4TB3P0
134.583252,7.3328252,23.9,US4TB3P0
134.5833893,7.3270669,22.2,US4TB3P0
134.5835266,7.329289,12.9,US4TB3P0
134.5835877,7.3361721,17.0,US4TB3P0
134.5836182,7.3343444,18.8,US4TB3P0
134.5837555,7.325489,13.3,US4TB3P0
134.5838013,7.3278723,13.4,US4TB3P0
134.5843048,7.3231835,83.0,US4TB3P0
134.5843658,7.3408918,37.0,US4TB3P0
134.5843811,7.3395166,28.5,US4TB3P0
134.5843964,7.3315363,11.1,US4TB3P0
134.5844574,7.345139,31.0,US4TB3P0
134.5844727,7.3289609,8.2,US4TB3P0
134.5844727,7.3303804,10.2,US4TB3P0
134.5845795,7.3358584,11.2,US4TB3P0
134.58461,7.3479586,12.3,US4TB3P0
134.5848084,7.3271279,11.5,US4TB3P0
134.5848084,7.3469305,24.0,US4TB3P0
134.5848236,7.3368416,14.5,US4TB3P0
134.585144,7.3256168,25.3,US4TB3P0
134.5853424,7.3281112,9.4,US4TB3P0
134.5853424,7.335,16.1,US4TB3P0
134.5853729,7.3379998,24.1,US4TB3P0
134.5856934,7.3296557,6.9,US4TB3P0
134.5857697,7.343153,29.1,US4TB3P0
134.5858307,7.3340221,13.3,US4TB3P0
134.5861816,7.3313417,8.7,US4TB3P0
134.5861969,7.3398833,36.0,US4TB3P0
134.5862732,7.3450556,28.3,US4TB3P0
134.5863648,7.3282499,13.3,US4TB3P0
134.5863953,7.3351526,25.3,US4TB3P0
134.5864563,7.3419805,36.0,US4TB3P0
134.5865021,7.3370638,39.0,US4TB3P0
134.5865936,7.3327751,16.9,US4TB3P0
134.5869446,7.3299332,7.3,US4TB3P0
134.5870667,7.3480363,2.0,US4TB3P0
134.5873108,7.3340139,12.5,US4TB3P0
134.587677,7.3315668,8.9,US4TB3P0
134.5878449,7.3290834,15.6,US4TB3P0
134.5879059,7.3306556,9.4,US4TB3P0
134.58815,7.3414583,34.0,US4TB3P0
134.5882111,7.3269696,74.0,US4TB3P0
134.5883179,7.3236723,384.0,US4TB3P0
134.5886536,7.348403,12.9,US4TB3P0
134.5887146,7.3335695,21.8,US4TB3P0
134.5887146,7.3388085,40.0,US4TB3P0
134.5887604,7.3301945,13.6,US4TB3P0
134.5888062,7.3374443,41.0,US4TB3P0
134.588913,7.3455081,27.7,US4TB3P0
134.5892792,7.3429613,29.6,US4TB3P0
134.5893402,7.340672,42.0,US4TB3P0
134.5894318,7.3318,12.4,US4TB3P0
134.5895691,7.3419471,43.0,US4TB3P0
134.5897064,7.3352137,43.0,US4TB3P0
134.5900421,7.3489332,2.3,US4TB3P0
134.590271,7.3472419,35.0,US4TB3P0
134.5903015,7.3376222,32.0,US4TB3P0
134.5904541,7.3362389,29.9,US4TB3P0
134.5907288,7.3399553,33.0,US4TB3P0
134.5909271,7.3454499,43.0,US4TB3P0
134.5909882,7.3334861,36.0,US4TB3P0
134.5910492,7.3324471,27.1,US4TB3P0
134.5910645,7.3304973,45.0,US4TB3P0
134.5912323,7.3433499,43.0,US4TB3P0
134.5912781,7.3486748,15.2,US4TB3P0
134.5915527,7.3368335,26.4,US4TB3P0
134.5915833,7.3381443,26.9,US4TB3P0
134.5916596,7.341661,43.0,US4TB3P0
134.5918732,7.3344026,33.0,US4TB3P0
134.5919647,7.3462558,38.0,US4TB3P0
134.5923615,7.3447666,34.0,US4TB3P0
134.5924225,7.3356333,24.3,US4TB3P0
134.5927124,7.3402224,33.0,US4TB3P0
134.5930328,7.3328471,68.0,US4TB3P0
134.5931244,7.3385916,25.0,US4TB3P0
134.5932465,7.3492999,15.8,US4TB3P0
134.5934906,7.3366137,18.4,US4TB3P0
134.5935364,7.3414779,37.0,US4TB3P0
134.5935822,7.350625,10.1,US4TB3P0
134.5936432,7.3305917,283.0,US4TB3P0
134.5936737,7.3481445,28.0,US4TB3P0
134.5939026,7.3459168,36.0,US4TB3P0
134.5940094,7.3397918,26.8,US4TB3P0
134.5940857,7.3353224,17.1,US4TB3P0
134.5941925,7.3345027,27.5,US4TB3P0
134.5941925,7.344389,39.0,US4TB3P0
134.5944061,7.3361721,18.1,US4TB3P0
134.594574,7.3423224,42.0,US4TB3P0
134.5947113,7.3510971,13.8,US4TB3P0
134.5950012,7.3493891,27.0,US4TB3P0
134.5950623,7.3529806,2.5,US4TB3P0
134.5951691,7.3523526,8.6,US4TB3P0
134.5953064,7.3240085,608.0,US4TB3P0
134.5953217,7.3540335,2.3,US4TB3P0
134.5954132,7.336453,24.9,US4TB3P0
134.5955811,7.3464446,34.0,US4TB3P0
134.5958099,7.3449445,32.0,US4TB3P0
134.5958099,7.3494859,40.0,US4TB3P0
134.5958862,7.3378139,21.9,US4TB3P0
134.5960388,7.3434334,34.0,US4TB3P0
134.5960541,7.3400445,25.5,US4TB3P0
134.5960693,7.3544526,7.2,US4TB3P0
134.5964356,7.3351336,82.0,US4TB3P0
134.5965881,7.353075,15.0,US4TB3P0
134.5967255,7.3413,26.9,US4TB3P0
134.5967865,7.3733835,37.0,US4TB3P0
134.5968933,7.3389721,22.9,US4TB3P0
134.5970764,7.3473806,31.0,US4TB3P0
134.5972595,7.3496919,33.0,US4TB3P0
134.5973511,7.3455749,30.7,US4TB3P0
134.5977478,7.3433666,28.6,US4TB3P0
134.5977631,7.3482666,35.0,US4TB3P0
