RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,EXPSOU,NOBJNM,OBJNAM,QUASOU,SOUACC,TECSOU,VERDAT,STATUS,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND,DEPTH,_enc_cell,depth_m,_sound_id,CATZOC,QUAL_POSACC,QUAL_SOUACC,QUAL_SUREND,QUAL_SURSTA,QUAL_TECSOU,QUAL_VERDAT,QUAL_INFORM,QUAL_SORDAT,QUAL_SORIND,QUAL_ENC_CELL,zoc_label,quality_model_weight,ALLEN_class_name,semantic_zone,allen_mapped,DEPARE_DRVAL1,DEPARE_DRVAL2,DEPARE__enc_cell,DEPARE_VERDAT,inside_osm_reef_polygon,working_hypothesis_60_70,working_hypothesis_gt100,lon,lat
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",9.7,US4TB3P0,9.7,1354,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,Terrestrial Reef Flat,reef_flat_or_crest,True,5.0,10.0,US4TB3P0,,False,False,False,134.5690155,7.3566332
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",9.7,US4TB3P0,9.7,1355,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,Terrestrial Reef Flat,reef_flat_or_crest,True,5.0,10.0,US4TB3P0,,False,False,False,134.569519,7.3586001
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",36.0,US4TB3P0,36.0,1356,3,,,2004,,,,"U.S. Navy LIDAR Survey, Archive No. 04HFM01, Scale 1:5,000-1:10,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,B,0.72,,outside_allen_geomorphic_or_unclassified,False,30.0,50.0,US4TB3P0,,False,False,False,134.5701752,7.3293419
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",5.6,US4TB3P0,5.6,1357,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,Terrestrial Reef Flat,reef_flat_or_crest,True,5.0,10.0,US4TB3P0,,False,False,False,134.570221,7.3610697
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",0.1,US4TB3P0,0.1,1358,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,Terrestrial Reef Flat,reef_flat_or_crest,True,0.0,2.0,US4TB3P0,,True,False,False,134.5706482,7.3647862
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",34.0,US4TB3P0,34.0,1359,3,,,2004,,,,"U.S. Navy LIDAR Survey, Archive No. 04HFM01, Scale 1:5,000-1:10,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,B,0.72,,outside_allen_geomorphic_or_unclassified,False,30.0,50.0,US4TB3P0,,False,False,False,134.5714722,7.3228025
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",19.7,US4TB3P0,19.7,1360,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,Deep Lagoon,deep_lagoon,True,10.0,20.0,US4TB3P0,,False,False,False,134.5718994,7.3535113
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",29.0,US4TB3P0,29.0,1361,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,,outside_allen_geomorphic_or_unclassified,False,20.0,30.0,US4TB3P0,,False,False,False,134.5723724,7.3469029
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",34.0,US4TB3P0,34.0,1362,3,,,2004,,,,"U.S. Navy LIDAR Survey, Archive No. 04HFM01, Scale 1:5,000-1:10,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,B,0.72,,outside_allen_geomorphic_or_unclassified,False,30.0,50.0,US4TB3P0,,False,False,False,134.5726471,7.3401861
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",23.0,US4TB3P0,23.0,1363,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,,outside_allen_geomorphic_or_unclassified,False,20.0,30.0,US4TB3P0,,False,False,False,134.5729523,7.3503361
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",8.3,US4TB3P0,8.3,1364,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,Deep Lagoon,deep_lagoon,True,5.0,10.0,US4TB3P0,,False,False,False,134.5740051,7.356689
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",45.0,US4TB3P0,45.0,1365,3,,,2004,,,,"U.S. Navy LIDAR Survey, Archive No. 04HFM01, Scale 1:5,000-1:10,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,B,0.72,,outside_allen_geomorphic_or_unclassified,False,30.0,50.0,US4TB3P0,,False,False,False,134.5748138,7.3397389
8843,1,2,129,1,550,-1126871900,19802,0226BCD54CA44D5A,,,,,,['4'],,,,,,,,,29999,,,,20150206,"US,US,reprt,L-246-2015",78.0,US4TB3P0,78.0,1366,5,,,1938,1915,,,"Former Japan Chart 481 (Ed. 1940, Rev. 1944), from Japan surveys, Scale 1:25,000",20150206,"US,US,reprt,L-246-2015",US4TB3P0,D,0.22,,outside_allen_geomorphic_or_unclassified,False,50.0,100.0,US4TB3P0,,False,False,False,134.5827026,7.3206277
